Supplier_ID,Supplier_Name,Product,Description,Price,City,Latitude,Longitude
SUP89507,Cyber Enterprises,"Monitor 27"" QHD",27-inch QHD 2560x1440 IPS Monitor 144Hz Gaming Display,20452.62,Kolkata,22.585143,88.394727
SUP54118,Global Traders,Laptop Hinge Kit,Laptop Screen Hinge Repair Kit Left Right Set OEM Compatible,1057.88,Delhi,28.570804,77.192479
SUP19099,Star Systems,CPU Intel Core i5-12400,12th Gen Intel Core i5-12400 6-Core Desktop Processor LGA1700,14390.63,Bhopal,23.24127,77.426165
SUP85456,Core Electronics,WiFi Card PCIe,PCIe WiFi 6 AX3000 Dual-Band Wireless Network Adapter Bluetooth 5.2,3479.45,Kochi,9.916796,76.232151
SUP53540,Cyber Tech,PSU 750W,750W 80 Plus Gold Certified Fully Modular ATX Power Supply,12503.31,Indore,22.729247,75.889138
SUP73624,Prime Parts,Cabinet Mid Tower,Mid-Tower ATX PC Case with Tempered Glass Side Panel,4590.12,Ahmedabad,23.010712,72.534627
SUP66346,Nexus Hub,Laptop Battery 4400mAh,Generic Replacement Laptop Battery 14.4V 4400mAh Li-ion,3473.27,Vadodara,22.276869,73.154948
SUP41890,Elite Depot,Laptop Keyboard Replacement,OEM Replacement Laptop Keyboard with Backlight US Layout,1995.1,Noida,28.51549,77.40528
SUP29769,Apex Components,WiFi Card PCIe,PCIe WiFi 6 AX3000 Dual-Band Wireless Network Adapter Bluetooth 5.2,2304.09,Agra,27.186795,78.027708
SUP71694,Apex Enterprises,SSD 512GB SATA,512GB 2.5-inch SATA III Solid State Drive,5609.6,Bhopal,23.24615,77.445
SUP57819,Smart Systems,SSD 256GB SATA,256GB 2.5-inch SATA III Solid State Drive,2878.42,Bengaluru,12.942009,77.591504
SUP16175,Global Distributors,CPU Intel Core i5-12400,12th Gen Intel Core i5-12400 6-Core Desktop Processor LGA1700,13458.8,Hyderabad,17.415094,78.454716
SUP70901,Zenith Parts,GPU NVIDIA RTX 3060,NVIDIA GeForce RTX 3060 12GB GDDR6 Graphics Card PCIe 4.0,30835.72,Coimbatore,10.977786,76.994168
SUP93227,Smart Parts,Laptop Hinge Kit,Laptop Screen Hinge Repair Kit Left Right Set OEM Compatible,913.78,Bengaluru,12.955893,77.612987
SUP19071,Orbit Tech,GPU NVIDIA GTX 1650,NVIDIA GeForce GTX 1650 4GB GDDR6 Graphics Card PCIe,13469.55,Pune,18.472935,73.875705
SUP41571,Nexus Traders,Motherboard B550,AMD B550 ATX Motherboard AM4 Socket PCIe 4.0,9167.05,Pune,18.50201,73.812274
SUP25906,Inno Distributors,RAM Laptop 16GB,16GB DDR4 3200MHz SO-DIMM Laptop Memory Module 260-Pin,3604.2,Coimbatore,11.027781,76.92988
SUP29555,Nexus Suppliers,SSD 1TB NVMe,1TB M.2 NVMe PCIe Gen4 Solid State Drive,11706.08,Nashik,19.986181,73.747858
SUP97538,Orbit Suppliers,"Monitor 27"" QHD",27-inch QHD 2560x1440 IPS Monitor 144Hz Gaming Display,20013.19,Kanpur,26.414616,80.311698
SUP94080,Zenith Components,Network Card 1GbE,PCIe Gigabit Ethernet Network Interface Card with RJ45 Port,1531.27,Bhopal,23.218876,77.453683
SUP30866,Global Components,CPU Intel Core i7-12700,12th Gen Intel Core i7-12700 12-Core Desktop Processor LGA1700,33196.04,Indore,22.670205,75.856086
SUP72402,Swift Electronics,RAM DDR4 16GB,16GB DDR4 3200MHz DIMM Desktop Memory Module,4785.79,Noida,28.497825,77.371768
SUP66333,Indo Solutions,CMOS Battery,CR2032 3V Lithium CMOS Battery for Motherboard/BIOS,185.97,Indore,22.762206,75.823869
SUP76562,Micro Mart,Optical Drive DVD,Internal SATA DVD-RW Optical Drive 24x Read/Write,1068.08,Surat,21.216783,72.801679
SUP31465,Elite Traders,PSU 550W,550W 80 Plus Bronze Certified ATX Power Supply Unit,4641.35,Guwahati,26.168657,91.740868
SUP86569,Swift Parts,PSU 750W,750W 80 Plus Gold Certified Fully Modular ATX Power Supply,10250.88,Surat,21.208648,72.836499
SUP30028,Prime Traders,SSD 512GB SATA,512GB 2.5-inch SATA III Solid State Drive,3999.7,Agra,27.180156,77.977646
SUP97747,Global Hub,GPU NVIDIA GTX 1650,NVIDIA GeForce GTX 1650 4GB GDDR6 Graphics Card PCIe,12928.35,Chandigarh,30.699923,76.821049
SUP26828,Swift Parts,RAM DDR4 8GB,8GB DDR4 2666MHz DIMM Desktop Memory Module,2578.65,Kolkata,22.555384,88.351108
SUP66148,Nova Traders,"Monitor 24"" FHD",24-inch Full HD 1920x1080 IPS LED Monitor 75Hz,10948.72,Guwahati,26.170482,91.720082
SUP40595,Star Tech,Keyboard Mechanical,Mechanical Gaming Keyboard with Cherry MX Switches RGB Backlit,6867.22,Rajkot,22.349106,70.825993
SUP97538,Orbit Suppliers,PCIe Riser Card,PCIe x16 to x1 Riser Extension Cable 20cm Flexible,646.25,Kanpur,26.459643,80.36999
SUP60328,Swift Components,Mouse Gaming,Gaming Mouse 6400 DPI Optical RGB 7-Button Programmable,3189.5,Coimbatore,10.971761,76.931506
SUP82350,Micro Distributors,"Monitor 27"" QHD",27-inch QHD 2560x1440 IPS Monitor 144Hz Gaming Display,29185.55,Rajkot,22.300404,70.774898
SUP36071,Indo Systems,CMOS Battery,CR2032 3V Lithium CMOS Battery for Motherboard/BIOS,115.44,Pune,18.544791,73.898621
SUP73653,Swift Enterprises,CMOS Battery,CR2032 3V Lithium CMOS Battery for Motherboard/BIOS,158.34,Jaipur,26.904777,75.771513
SUP97153,Core Depot,RAM Laptop 16GB,16GB DDR4 3200MHz SO-DIMM Laptop Memory Module 260-Pin,5065.47,Patna,25.640255,85.132085
SUP71644,Tech Works,SSD M.2 SATA 256GB,256GB M.2 2280 SATA III Internal SSD for Laptop/Desktop,2770.67,Chandigarh,30.732205,76.764565
SUP97806,Apex Suppliers,Motherboard B550,AMD B550 ATX Motherboard AM4 Socket PCIe 4.0,8832.94,Indore,22.760555,75.864596
SUP55082,Sigma Suppliers,RAM Laptop 16GB,16GB DDR4 3200MHz SO-DIMM Laptop Memory Module 260-Pin,5119.68,Delhi,28.640117,77.240181
SUP23434,Orbit Traders,PSU 550W,550W 80 Plus Bronze Certified ATX Power Supply Unit,5316.31,Mumbai,19.060185,72.871069
SUP61645,Nexus Hub,PSU 550W,550W 80 Plus Bronze Certified ATX Power Supply Unit,4242.24,Thiruvananthapuram,8.558947,76.922926
SUP68008,Sigma Mart,CPU AMD Ryzen 5 5600,AMD Ryzen 5 5600 6-Core 12-Thread Desktop Processor AM4 Socket,11061.69,Coimbatore,11.046194,76.999899
SUP74251,Global Components,SSD M.2 SATA 256GB,256GB M.2 2280 SATA III Internal SSD for Laptop/Desktop,3423.22,Bhubaneswar,20.308421,85.848663
SUP27146,Star Distributors,"Laptop Screen 15.6"" FHD",15.6-inch Full HD IPS Replacement Laptop LCD Display Panel,6137.72,Nagpur,21.17631,79.122704
SUP64548,Sigma Hub,WiFi Card PCIe,PCIe WiFi 6 AX3000 Dual-Band Wireless Network Adapter Bluetooth 5.2,3774.87,Mysuru,12.285305,76.594526
SUP84531,Sigma Solutions,CPU AMD Ryzen 5 5600,AMD Ryzen 5 5600 6-Core 12-Thread Desktop Processor AM4 Socket,15148.75,Mysuru,12.285988,76.656776
SUP40982,Smart Components,CPU Cooler 120mm,120mm Tower CPU Air Cooler with PWM Fan and Heat Pipes,2751.62,Jaipur,26.907435,75.812196
SUP90120,Micro Electronics,"Monitor 27"" QHD",27-inch QHD 2560x1440 IPS Monitor 144Hz Gaming Display,25032.96,Vadodara,22.292898,73.194674
SUP35995,Micro Hub,CMOS Battery,CR2032 3V Lithium CMOS Battery for Motherboard/BIOS,181.46,Guwahati,26.113142,91.761137
SUP89593,Global Tech,"HDD 1TB 3.5""",1TB 7200RPM 3.5-inch SATA Desktop Hard Disk Drive,3772.36,Guwahati,26.14907,91.706606
SUP13761,Swift Mart,Cabinet Mini ITX,Mini-ITX Small Form Factor PC Case with USB 3.0 Front Panel,5349.8,Bhubaneswar,20.275291,85.849361
SUP40982,Smart Components,GPU NVIDIA RTX 3060,NVIDIA GeForce RTX 3060 12GB GDDR6 Graphics Card PCIe 4.0,39160.2,Jaipur,26.91066,75.758903
SUP65518,Star Solutions,RAM DDR4 8GB,8GB DDR4 2666MHz DIMM Desktop Memory Module,2779.24,Nagpur,21.192527,79.109713
SUP47093,Global Mart,RAM DDR4 8GB,8GB DDR4 2666MHz DIMM Desktop Memory Module,1354.99,Gurugram,28.505213,77.019311
SUP97580,Core Systems,Mouse Gaming,Gaming Mouse 6400 DPI Optical RGB 7-Button Programmable,2217.4,Bhubaneswar,20.29361,85.864296
SUP38906,Swift Enterprises,Laptop Hinge Kit,Laptop Screen Hinge Repair Kit Left Right Set OEM Compatible,874.04,Kochi,9.933705,76.288028
SUP79514,Tech Hub,CPU AMD Ryzen 7 5800X,AMD Ryzen 7 5800X 8-Core 16-Thread Desktop Processor AM4 Socket,27632.38,Pune,18.495617,73.851373
SUP42493,Apex Traders,CPU AMD Ryzen 7 5800X,AMD Ryzen 7 5800X 8-Core 16-Thread Desktop Processor AM4 Socket,26020.91,Kolkata,22.534945,88.334498
SUP83579,Orbit Suppliers,Fan 120mm Case,120mm ARGB Case Fan PWM 4-Pin Connector 1500RPM,1314.37,Chennai,13.032794,80.224627
SUP36071,Indo Systems,SSD 256GB SATA,256GB 2.5-inch SATA III Solid State Drive,3074.86,Pune,18.568128,73.830935
SUP82544,Zenith Systems,GPU NVIDIA GTX 1650,NVIDIA GeForce GTX 1650 4GB GDDR6 Graphics Card PCIe,13556.11,Noida,28.551831,77.42491
SUP84531,Sigma Solutions,SATA Cable,SATA III 6Gbps Data Cable 50cm Right Angle Connector,186.56,Mysuru,12.300866,76.604714
SUP78327,Swift Depot,RAM Laptop 16GB,16GB DDR4 3200MHz SO-DIMM Laptop Memory Module 260-Pin,3498.38,Agra,27.199512,78.018125
SUP69638,Elite Components,"Monitor 27"" QHD",27-inch QHD 2560x1440 IPS Monitor 144Hz Gaming Display,19496.18,Surat,21.193325,72.858075
SUP44993,Micro Hub,RAM DDR4 16GB,16GB DDR4 3200MHz DIMM Desktop Memory Module,4256.94,Bengaluru,13.019141,77.601956
SUP67154,Tech Parts,Laptop Charger 65W,Universal Laptop AC Adapter 65W 19V 3.42A with Multi-Pin Tips,2092.91,Visakhapatnam,17.670964,83.233346
SUP13278,Star Enterprises,PSU 650W,650W 80 Plus Gold Certified Modular ATX Power Supply,8131.3,Mumbai,19.032844,72.91744
SUP13278,Star Enterprises,"HDD 1TB 3.5""",1TB 7200RPM 3.5-inch SATA Desktop Hard Disk Drive,2922.14,Mumbai,19.037938,72.860484
SUP33834,Swift Enterprises,"Monitor 27"" QHD",27-inch QHD 2560x1440 IPS Monitor 144Hz Gaming Display,25235.82,Noida,28.567075,77.400731
SUP78386,Star Hub,PCIe Riser Card,PCIe x16 to x1 Riser Extension Cable 20cm Flexible,778.59,Bhubaneswar,20.285464,85.821844
SUP51441,Micro Solutions,Cabinet Mid Tower,Mid-Tower ATX PC Case with Tempered Glass Side Panel,5168.53,Lucknow,26.882155,80.9302
SUP87139,Cyber Suppliers,CPU Cooler 240mm AIO,240mm All-in-One Liquid CPU Cooler with ARGB Fans,8084.24,Mysuru,12.332765,76.598213
SUP45697,Elite Hub,Keyboard Mechanical,Mechanical Gaming Keyboard with Cherry MX Switches RGB Backlit,4202.96,Kanpur,26.47758,80.366655
SUP55082,Sigma Suppliers,Cabinet Mid Tower,Mid-Tower ATX PC Case with Tempered Glass Side Panel,7128.22,Delhi,28.582082,77.202035
SUP95181,Orbit Components,Laptop Keyboard Replacement,OEM Replacement Laptop Keyboard with Backlight US Layout,1423.26,Mumbai,19.04255,72.89836
SUP42951,Apex Traders,RAM DDR4 16GB,16GB DDR4 3200MHz DIMM Desktop Memory Module,4305.73,Gurugram,28.463035,77.040132
SUP18564,Core Electronics,Laptop Keyboard Replacement,OEM Replacement Laptop Keyboard with Backlight US Layout,2052.59,Nashik,19.967149,73.760975
SUP73624,Prime Parts,SATA Cable,SATA III 6Gbps Data Cable 50cm Right Angle Connector,185.12,Ahmedabad,22.97665,72.553607
SUP37742,Inno Systems,Network Card 1GbE,PCIe Gigabit Ethernet Network Interface Card with RJ45 Port,1295.75,Thiruvananthapuram,8.530074,76.972393
SUP26828,Swift Parts,RAM Laptop 16GB,16GB DDR4 3200MHz SO-DIMM Laptop Memory Module 260-Pin,5872.64,Kolkata,22.589293,88.35744
SUP38361,Swift Suppliers,RAM DDR4 16GB,16GB DDR4 3200MHz DIMM Desktop Memory Module,4401.33,Gurugram,28.504812,77.048525
SUP85243,Elite Electronics,DC Jack Connector,Laptop DC Power Jack Charging Port Connector with Cable,296.49,Nashik,20.040517,73.792559
SUP96511,Prime Components,M.2 Heatsink,M.2 2280 NVMe SSD Aluminum Heatsink with Thermal Pad,590.72,Bhopal,23.23579,77.367883
SUP25866,Nexus Tech,SSD 1TB NVMe,1TB M.2 NVMe PCIe Gen4 Solid State Drive,8090,Guwahati,26.167108,91.69833
SUP91927,Nexus Depot,Laptop Battery 4400mAh,Generic Replacement Laptop Battery 14.4V 4400mAh Li-ion,3171.33,Rajkot,22.284178,70.805447
SUP64548,Sigma Hub,Laptop Hinge Kit,Laptop Screen Hinge Repair Kit Left Right Set OEM Compatible,823.34,Mysuru,12.302242,76.649458
SUP20155,Elite Enterprises,"Laptop Screen 15.6"" FHD",15.6-inch Full HD IPS Replacement Laptop LCD Display Panel,4144.23,Agra,27.143326,77.996074
SUP49446,Core Parts,"Laptop Screen 15.6"" FHD",15.6-inch Full HD IPS Replacement Laptop LCD Display Panel,5770.86,Patna,25.605819,85.184582
SUP88104,Inno Parts,SSD 1TB NVMe,1TB M.2 NVMe PCIe Gen4 Solid State Drive,7808.09,Hyderabad,17.407763,78.52896
SUP54236,Core Suppliers,Power Cable,18AWG IEC C13 to 3-Pin Indian Plug Power Cable 1.8m,192.01,Thiruvananthapuram,8.550321,76.945772
SUP70332,Nova Suppliers,USB Hub 4-Port,USB 3.0 4-Port Hub with Individual Switches and LED Indicators,1162.64,Bhopal,23.229102,77.429269
SUP53309,Micro Parts,GPU NVIDIA RTX 3060,NVIDIA GeForce RTX 3060 12GB GDDR6 Graphics Card PCIe 4.0,30045.2,Ahmedabad,23.034838,72.581647
SUP80008,Tech Zone,"HDD 1TB 3.5""",1TB 7200RPM 3.5-inch SATA Desktop Hard Disk Drive,3369.79,Thiruvananthapuram,8.523079,76.939466
SUP71644,Tech Works,CPU AMD Ryzen 5 5600,AMD Ryzen 5 5600 6-Core 12-Thread Desktop Processor AM4 Socket,15645.02,Chandigarh,30.716744,76.781331
SUP51441,Micro Solutions,PSU 650W,650W 80 Plus Gold Certified Modular ATX Power Supply,6271.32,Lucknow,26.816456,80.976717
SUP11934,Micro Zone,USB Hub 4-Port,USB 3.0 4-Port Hub with Individual Switches and LED Indicators,1451.5,Jaipur,26.880978,75.745797
SUP80008,Tech Zone,Laptop Battery 4400mAh,Generic Replacement Laptop Battery 14.4V 4400mAh Li-ion,1512.24,Thiruvananthapuram,8.517725,76.952431
SUP90120,Micro Electronics,Laptop Hinge Kit,Laptop Screen Hinge Repair Kit Left Right Set OEM Compatible,941.15,Vadodara,22.300972,73.158875
SUP86225,Nova Electronics,Cabinet Mid Tower,Mid-Tower ATX PC Case with Tempered Glass Side Panel,7423.73,Noida,28.541317,77.3757
SUP82350,Micro Distributors,SSD M.2 SATA 256GB,256GB M.2 2280 SATA III Internal SSD for Laptop/Desktop,2686.45,Rajkot,22.347187,70.844465
SUP40595,Star Tech,SSD M.2 SATA 256GB,256GB M.2 2280 SATA III Internal SSD for Laptop/Desktop,3284.2,Rajkot,22.304137,70.784988
SUP22240,Apex Depot,Motherboard B660M,Intel B660M DDR4 Micro-ATX Motherboard LGA1700 Socket,9341.31,Vadodara,22.330913,73.134871
SUP95909,Swift Components,SSD 1TB NVMe,1TB M.2 NVMe PCIe Gen4 Solid State Drive,6668.3,Chennai,13.080177,80.254332
SUP51180,Apex Suppliers,DC Jack Connector,Laptop DC Power Jack Charging Port Connector with Cable,573.9,Lucknow,26.888754,80.8974
SUP77889,Inno Solutions,CPU Intel Core i5-12400,12th Gen Intel Core i5-12400 6-Core Desktop Processor LGA1700,17266.65,Coimbatore,11.022081,76.979866
SUP24663,Micro Zone,DC Jack Connector,Laptop DC Power Jack Charging Port Connector with Cable,150.76,Nagpur,21.144302,79.04674
SUP92397,Sigma Zone,Optical Drive DVD,Internal SATA DVD-RW Optical Drive 24x Read/Write,1108.84,Delhi,28.661146,77.210801
SUP27146,Star Distributors,CPU Cooler 240mm AIO,240mm All-in-One Liquid CPU Cooler with ARGB Fans,7856.4,Nagpur,21.157219,79.061861
SUP41890,Elite Depot,CPU Intel Core i5-12400,12th Gen Intel Core i5-12400 6-Core Desktop Processor LGA1700,15598.76,Noida,28.53385,77.383915
SUP81121,Inno Components,Motherboard B660M,Intel B660M DDR4 Micro-ATX Motherboard LGA1700 Socket,8639.52,Agra,27.13419,77.968716
SUP38893,Inno Hub,Power Cable,18AWG IEC C13 to 3-Pin Indian Plug Power Cable 1.8m,228.98,Mumbai,19.109747,72.851682
SUP80236,Smart Enterprises,Motherboard B660M,Intel B660M DDR4 Micro-ATX Motherboard LGA1700 Socket,10999,Gurugram,28.428996,77.027091
SUP39831,Apex Solutions,M.2 Heatsink,M.2 2280 NVMe SSD Aluminum Heatsink with Thermal Pad,470.04,Bhopal,23.286775,77.368795
SUP15383,Nova Parts,Laptop Keyboard Replacement,OEM Replacement Laptop Keyboard with Backlight US Layout,761.82,Guwahati,26.152181,91.698121
SUP61876,Indo Depot,Network Card 1GbE,PCIe Gigabit Ethernet Network Interface Card with RJ45 Port,1988.4,Lucknow,26.800346,80.901474
SUP95909,Swift Components,"Laptop Screen 15.6"" FHD",15.6-inch Full HD IPS Replacement Laptop LCD Display Panel,6082.87,Chennai,13.116116,80.232497
SUP81582,Sigma Zone,PCIe Riser Card,PCIe x16 to x1 Riser Extension Cable 20cm Flexible,633.2,Kochi,9.885715,76.26109
SUP54942,Prime Depot,Cabinet Mid Tower,Mid-Tower ATX PC Case with Tempered Glass Side Panel,4187.16,Nagpur,21.180199,79.064441
SUP95426,Digital Tech,Laptop Hinge Kit,Laptop Screen Hinge Repair Kit Left Right Set OEM Compatible,1427.88,Chandigarh,30.725471,76.733392
SUP10942,Micro Works,CPU AMD Ryzen 7 5800X,AMD Ryzen 7 5800X 8-Core 16-Thread Desktop Processor AM4 Socket,28854.23,Ahmedabad,23.017408,72.579161
SUP35995,Micro Hub,CPU Cooler 120mm,120mm Tower CPU Air Cooler with PWM Fan and Heat Pipes,3960.97,Guwahati,26.151591,91.719443
SUP61645,Nexus Hub,RAM DDR4 16GB,16GB DDR4 3200MHz DIMM Desktop Memory Module,4143.83,Thiruvananthapuram,8.505653,76.897262
SUP51441,Micro Solutions,Laptop Charger 65W,Universal Laptop AC Adapter 65W 19V 3.42A with Multi-Pin Tips,1604.82,Lucknow,26.83338,80.906149
SUP97538,Orbit Suppliers,Keyboard Mechanical,Mechanical Gaming Keyboard with Cherry MX Switches RGB Backlit,2823.2,Kanpur,26.47656,80.378527
SUP50888,Nexus Depot,PSU 750W,750W 80 Plus Gold Certified Fully Modular ATX Power Supply,12178.26,Guwahati,26.191507,91.772707
SUP54313,Tech Hub,Keyboard Mechanical,Mechanical Gaming Keyboard with Cherry MX Switches RGB Backlit,2937.94,Kolkata,22.582679,88.383987
SUP64948,Nexus Hub,"Laptop Screen 15.6"" FHD",15.6-inch Full HD IPS Replacement Laptop LCD Display Panel,4868.33,Lucknow,26.825221,80.959277
SUP61116,Cyber Parts,Fan 120mm Case,120mm ARGB Case Fan PWM 4-Pin Connector 1500RPM,637.56,Kochi,9.926765,76.265502
SUP97747,Global Hub,PSU 750W,750W 80 Plus Gold Certified Fully Modular ATX Power Supply,13383.31,Chandigarh,30.759078,76.757592
SUP80686,Prime Works,DC Jack Connector,Laptop DC Power Jack Charging Port Connector with Cable,238.04,Kolkata,22.554404,88.406364
SUP85456,Core Electronics,"Monitor 24"" FHD",24-inch Full HD 1920x1080 IPS LED Monitor 75Hz,12355.75,Kochi,9.886822,76.265863
SUP60328,Swift Components,Laptop Charger 65W,Universal Laptop AC Adapter 65W 19V 3.42A with Multi-Pin Tips,2135.35,Coimbatore,11.05808,76.966836
SUP34164,Digital Suppliers,"Monitor 27"" QHD",27-inch QHD 2560x1440 IPS Monitor 144Hz Gaming Display,29404.78,Nashik,20.002141,73.764774
SUP53540,Cyber Tech,CPU AMD Ryzen 5 5600,AMD Ryzen 5 5600 6-Core 12-Thread Desktop Processor AM4 Socket,15629.93,Indore,22.703928,75.892905
SUP94259,Inno Distributors,USB Hub 4-Port,USB 3.0 4-Port Hub with Individual Switches and LED Indicators,679.63,Chennai,13.088622,80.272174
SUP65392,Rapid Suppliers,Network Card 1GbE,PCIe Gigabit Ethernet Network Interface Card with RJ45 Port,1580.12,Delhi,28.573858,77.160603
SUP83060,Apex Zone,CPU Intel Core i7-12700,12th Gen Intel Core i7-12700 12-Core Desktop Processor LGA1700,31269.73,Coimbatore,11.063169,76.943499
SUP16658,Micro Depot,RAM DDR5 16GB,16GB DDR5 4800MHz DIMM Next-Gen Memory Module,5475.21,Nagpur,21.156121,79.046172
SUP67912,Orbit Works,CPU Cooler 120mm,120mm Tower CPU Air Cooler with PWM Fan and Heat Pipes,3219.96,Nagpur,21.164111,79.131457
SUP21226,Swift Mart,DC Jack Connector,Laptop DC Power Jack Charging Port Connector with Cable,318.92,Pune,18.527967,73.819312
SUP80702,Digital Systems,Power Cable,18AWG IEC C13 to 3-Pin Indian Plug Power Cable 1.8m,366.22,Chandigarh,30.741472,76.806035
SUP13804,Core Systems,PSU 650W,650W 80 Plus Gold Certified Modular ATX Power Supply,7713.17,Kochi,9.921842,76.305284
SUP19099,Star Systems,RAM DDR4 8GB,8GB DDR4 2666MHz DIMM Desktop Memory Module,1392,Bhopal,23.274768,77.452525
SUP40512,Global Components,PCIe Riser Card,PCIe x16 to x1 Riser Extension Cable 20cm Flexible,913.13,Bengaluru,12.983951,77.557729
SUP35928,Cyber Traders,Motherboard B660M,Intel B660M DDR4 Micro-ATX Motherboard LGA1700 Socket,8138.16,Rajkot,22.284869,70.772379
SUP88047,Rapid Tech,USB Hub 4-Port,USB 3.0 4-Port Hub with Individual Switches and LED Indicators,773.72,Coimbatore,11.057683,76.98184
SUP89593,Global Tech,Fan 140mm Case,140mm Silent Case Fan PWM 4-Pin 1200RPM High Airflow,935.43,Guwahati,26.16214,91.716297
SUP43386,Digital Works,CPU Cooler 120mm,120mm Tower CPU Air Cooler with PWM Fan and Heat Pipes,2928.56,Visakhapatnam,17.655204,83.244145
SUP94259,Inno Distributors,SSD 512GB SATA,512GB 2.5-inch SATA III Solid State Drive,5141.3,Chennai,13.080116,80.243279
SUP34164,Digital Suppliers,Keyboard Mechanical,Mechanical Gaming Keyboard with Cherry MX Switches RGB Backlit,6157.91,Nashik,20.009162,73.743833
SUP13478,Orbit Enterprises,Card Reader,Internal Front Panel USB 3.0 Card Reader SD/TF/CF Multi-Format,890.48,Mumbai,19.058617,72.874556
SUP82544,Zenith Systems,WiFi Card PCIe,PCIe WiFi 6 AX3000 Dual-Band Wireless Network Adapter Bluetooth 5.2,2721.41,Noida,28.500296,77.439465
SUP49446,Core Parts,Optical Drive DVD,Internal SATA DVD-RW Optical Drive 24x Read/Write,1685.12,Patna,25.56501,85.100635
SUP41890,Elite Depot,"HDD 2TB 3.5""",2TB 7200RPM 3.5-inch SATA Desktop Hard Disk Drive,6760.52,Noida,28.505853,77.417906
SUP31643,Star Parts,CPU AMD Ryzen 7 5800X,AMD Ryzen 7 5800X 8-Core 16-Thread Desktop Processor AM4 Socket,28896.03,Kolkata,22.565151,88.370442
SUP39389,Micro Tech,RAM DDR4 8GB,8GB DDR4 2666MHz DIMM Desktop Memory Module,2087.55,Chandigarh,30.685401,76.732843
SUP41635,Cyber Electronics,"HDD 2TB 3.5""",2TB 7200RPM 3.5-inch SATA Desktop Hard Disk Drive,4617.43,Noida,28.530083,77.422666
SUP10726,Global Tech,SSD M.2 SATA 256GB,256GB M.2 2280 SATA III Internal SSD for Laptop/Desktop,2322.42,Coimbatore,11.055324,76.914471
SUP32241,Micro Suppliers,CMOS Battery,CR2032 3V Lithium CMOS Battery for Motherboard/BIOS,55.25,Vadodara,22.311036,73.222523
SUP95909,Swift Components,"Monitor 24"" FHD",24-inch Full HD 1920x1080 IPS LED Monitor 75Hz,13797.66,Chennai,13.071497,80.303657
SUP52487,Swift Solutions,Laptop Battery 4400mAh,Generic Replacement Laptop Battery 14.4V 4400mAh Li-ion,1200.2,Pune,18.48377,73.900239
SUP10282,Core Suppliers,WiFi Card PCIe,PCIe WiFi 6 AX3000 Dual-Band Wireless Network Adapter Bluetooth 5.2,3761.55,Surat,21.195342,72.875233
SUP34356,Micro Hub,Optical Drive DVD,Internal SATA DVD-RW Optical Drive 24x Read/Write,1389.41,Surat,21.187862,72.81744
SUP25906,Inno Distributors,Laptop Keyboard Replacement,OEM Replacement Laptop Keyboard with Backlight US Layout,1263.28,Coimbatore,11.060618,76.933357
SUP47056,Inno Traders,M.2 Heatsink,M.2 2280 NVMe SSD Aluminum Heatsink with Thermal Pad,622.93,Rajkot,22.287117,70.822281
SUP31643,Star Parts,Laptop Battery 4400mAh,Generic Replacement Laptop Battery 14.4V 4400mAh Li-ion,3085.46,Kolkata,22.599132,88.40684
SUP10942,Micro Works,GPU NVIDIA GTX 1650,NVIDIA GeForce GTX 1650 4GB GDDR6 Graphics Card PCIe,12850,Ahmedabad,22.99298,72.6012
SUP72616,Global Mart,CPU Intel Core i5-12400,12th Gen Intel Core i5-12400 6-Core Desktop Processor LGA1700,16010.72,Nashik,20.021355,73.746179
SUP82603,Apex Hub,Cabinet Mini ITX,Mini-ITX Small Form Factor PC Case with USB 3.0 Front Panel,3470.89,Kolkata,22.561322,88.342177
SUP25866,Nexus Tech,Thermal Paste,High-Performance CPU Thermal Compound Paste 4g Syringe,183.46,Guwahati,26.124949,91.784495
SUP34931,Orbit Electronics,"Monitor 27"" QHD",27-inch QHD 2560x1440 IPS Monitor 144Hz Gaming Display,25797.23,Jaipur,26.926678,75.809068
SUP52487,Swift Solutions,Power Cable,18AWG IEC C13 to 3-Pin Indian Plug Power Cable 1.8m,170.81,Pune,18.568062,73.84442
SUP11934,Micro Zone,Thermal Paste,High-Performance CPU Thermal Compound Paste 4g Syringe,573.09,Jaipur,26.942584,75.780753
SUP42953,Orbit Mart,GPU NVIDIA RTX 3060,NVIDIA GeForce RTX 3060 12GB GDDR6 Graphics Card PCIe 4.0,28846.7,Hyderabad,17.421953,78.454766
SUP50888,Nexus Depot,RAM Laptop 16GB,16GB DDR4 3200MHz SO-DIMM Laptop Memory Module 260-Pin,5090.41,Guwahati,26.189269,91.708077
SUP95180,Nova Electronics,Fan 120mm Case,120mm ARGB Case Fan PWM 4-Pin Connector 1500RPM,1157.32,Kolkata,22.555222,88.389519
SUP35443,Elite Enterprises,M.2 Heatsink,M.2 2280 NVMe SSD Aluminum Heatsink with Thermal Pad,398.43,Gurugram,28.448876,77.037421
SUP42951,Apex Traders,CPU Cooler 240mm AIO,240mm All-in-One Liquid CPU Cooler with ARGB Fans,8962.24,Gurugram,28.453957,77.050837
SUP83385,Cyber Hub,RAM DDR4 16GB,16GB DDR4 3200MHz DIMM Desktop Memory Module,5392.05,Indore,22.692433,75.813546
SUP92719,Digital Enterprises,PSU 650W,650W 80 Plus Gold Certified Modular ATX Power Supply,5936.17,Ahmedabad,23.002493,72.568831
